title,artist,material,material_group,width_cm,height_cm,area_cm2,country,period_raw,birth_year,death_year,period_mid_year,style,genre,estimate_low_eur,estimate_high_eur,estimate_mid_eur,sale_price_eur,price_category
"La maison de Mimi Pinson à Montmartre, sous la neige",MAURICE UTRILLO,oil on canvas,Oil,38.1,45.72,1741.93,France,1883-1955,1883,1955,1919,Naïve Art,Cityscape,25764,42941,34352,51941,High
Village sous la neige,MAURICE DE VLAMINCK,oil on canvas,Oil,46.8,54.7,2559.96,France,1876-1958,1876,1958,1917,Fauvism,Landscape,25764,42941,34352,32463,High
La colline de Six Fours,HENRI HAYDEN,oil on canvas,Oil,65.0,81.0,5265.0,Poland,1883-1970,1883,1970,1926,Cubism,Still Life,6012,8588,7300,6493,Medium
Agay le matin,ARMAND GUILLAUMIN,oil on canvas,Oil,60.0,92.0,5520.0,France,1841-1927,1841,1927,1884,Impressionism,Landscape,42941,60117,51529,48695,High
Matinée de printemps aux Andelys,HENRI LEBASQUE,oil on canvas,Oil,73.1,91.7,6703.27,France,1865-1937,1865,1937,1901,Post-Impressionism,Landscape,85881,128822,107351,238063,Premium
Fête de Vaugirard à Paris,MAURICE UTRILLO,oil on canvas,Oil,38.0,46.3,1759.4,France,1883-1955,1883,1955,1919,Naïve Art,Cityscape,25764,42941,34352,25970,High
Les toits rouges,MAURICE DE VLAMINCK,oil on canvas,Oil,50.5,61.1,3085.55,France,1876-1958,1876,1958,1917,Fauvism,Landscape,25764,42941,34352,,
Le Sorbet,JEAN-PIERRE CASSIGNEUL,oil on canvas,Oil,80.4,59.8,4807.92,France,B. 1935,1935,,1935,Post-Impressionism,Portrait,25764,42941,34352,59516,Premium
Verkündung,GEORG KOLBE,bronze,Bronze,,,,Germany,1877-1947,1877,1947,1912,Expressionism,Sculpture,15459,21470,18464,45448,High
Nu (esquisse) ou Olympia,GEORGES ROUAULT,Unknown,Unknown,62.2,46.1,2867.42,France,1871-1958,1871,1958,1914,Expressionism,Religious,25764,42941,34352,41120,High
"La Désespérance, dit aussi La Souffrance",ODILON REDON,Unknown,Unknown,71.1,53.0,3768.3,France,1840-1916,1840,1916,1878,Symbolism,Fantasy,68705,103057,85881,,
Madame Vuillard sur fond clair,EDOUARD VUILLARD,Unknown,Unknown,31.3,24.7,773.11,France,1868-1940,1868,1940,1904,Nabis,Interior,21470,30058,25764,,
Pêcheurs,PIERRE BONNARD,oil on canvas,Oil,56.9,18.5,1052.65,France,1867-1947,1867,1947,1907,Post-Impressionism,Interior,34352,51529,42940,,
Das Grauen,ERNST BARLACH,bronze,Bronze,,,,Germany,1870-1938,1870,1938,1904,Expressionism,Sculpture,25764,42941,34352,23806,High
Famille cubaine,JULES PASCIN,oil on canvas,Oil,41.2,46.1,1899.32,Bulgaria,1885-1930,1885,1930,1908,Expressionism,Portrait,17176,25764,21470,17314,Medium
Beauval,HENRI HAYDEN,oil on canvas,Oil,72.7,92.2,6702.94,Poland,1883-1970,1883,1970,1926,Cubism,Still Life,3435,5153,4294,7575,Medium
Le vieux mexicain,JULES PASCIN,oil on canvas,Oil,20.32,66.04,1341.93,Bulgaria,1885-1930,1885,1930,1908,Expressionism,Portrait,15459,21470,18464,16232,Medium
Deux étudiants,EMMANUEL MANE-KATZ,oil on canvas,Oil,89.3,116.0,10358.8,Ukraine,1894-1962,1894,1962,1928,Expressionism,Religious Art,6012,8588,7300,25970,High
Arlequin et Colombine,DIETZ EDZARD,oil on canvas,Oil,73.0,59.8,4365.4,Germany,1893-1963,1893,1963,1928,Post-Impressionism,Portrait,3435,5153,4294,3463,Low
Rose et musique,DIETZ EDZARD,Unknown,Unknown,17.9,28.1,502.99,Germany,1893-1963,1893,1963,1928,Post-Impressionism,Portrait,687,1031,859,3030,Low
Projet publicitaire pour Mica-Tube,SONIA DELAUNAY,gouache,Gouache,17.3,24.9,430.77,Ukraine,1885-1979,1885,1979,1932,Orphism,Abstract,12882,21470,17176,16232,Medium
"Etude pour ""L'é quation des bleus mouvants""",FRANTISEK KUPKA,gouache,Gouache,20.32,27.94,567.74,Czech Republic,1871-1957,1871,1957,1914,Orphism,Abstract,25764,42941,34352,129852,Premium
Rythme coloré,SONIA DELAUNAY,gouache,Gouache,57.0,76.7,4371.9,Ukraine,1885-1979,1885,1979,1932,Orphism,Abstract,42941,60117,51529,86568,Premium
Nature morte,LE CORBUSIER,Unknown,Unknown,43.8,35.9,1572.42,Switzerland,1887-1965,1887,1965,1926,Modernism,Architecture,17176,25764,21470,33545,High
Egouttoir,FRANCIS PICABIA,gouache,Gouache,72.6,59.9,4348.74,France,1879-1953,1879,1953,1916,Dada,Abstract,171762,257643,214702,216420,Premium
"Composition dans le c ô ne avec couleur orange, no. 58",GEORGES VANTONGERLOO,gouache,Gouache,13.2,13.2,174.24,Belgium,1886-1965,1886,1965,1926,De Stijl,Abstract,34352,51529,42940,81158,Premium
Fond noir,JEAN HELION,oil on canvas,Oil,61.0,50.1,3056.1,France,1904-1987,1904,1987,1946,Modernism,Abstract,85881,128822,107351,64926,Premium
"Dessin pour la couverture de ""L'architecture vivante""",THEO VAN DOESBURG,gouache,Gouache,28.6,23.1,660.66,Netherlands,1883-1931,1883,1931,1907,De Stijl,Abstract,42941,60117,51529,17314,Medium
Still life–Bouquet with Autumn Leaves,OLEKSANDR BOHOMAZOV,Unknown,Unknown,40.8,31.6,1289.28,Ukraine,1880-1930,1880,1930,1905,Futurism,Abstract,25764,42941,34352,70337,Premium
Architectural Design for the Palace of Pioneers and Octobrists in Kharkiv: Laboratory of the Tram Trust,VASYL YERMILOV,gouache,Gouache,20.32,38.1,774.19,Ukraine,1894-1968,1894,1968,1931,Constructivism,Abstract,8588,12882,10735,19478,High
Architectural Design for the Palace of Pioneers and Octobrists in Kharkiv,VASYL YERMILOV,gouache,Gouache,39.2,51.9,2034.48,Ukraine,1894-1968,1894,1968,1931,Constructivism,Abstract,8588,12882,10735,10821,Medium
Suprematist Composition—Projected Plane,KAZIMIR MALEVICH,Unknown,Unknown,11.1,8.8,97.68,Ukraine,1878-1935,1878,1935,1906,Suprematism,Abstract,25764,42941,34352,64926,Premium
Protomagnetic Construction,KAZIMIR MALEVICH,Unknown,Unknown,17.2,20.8,357.76,Ukraine,1878-1935,1878,1935,1906,Suprematism,Abstract,25764,42941,34352,48695,High
Magnetic Construction,KAZIMIR MALEVICH,Unknown,Unknown,16.5,11.1,183.15,Ukraine,1878-1935,1878,1935,1906,Suprematism,Abstract,25764,42941,34352,81158,Premium
Standing Woman,KAZIMIR MALEVICH,Unknown,Unknown,15.0,22.3,334.5,Ukraine,1878-1935,1878,1935,1906,Suprematism,Abstract,21470,30058,25764,54105,Premium
Amoncellement à l’épi,JEAN DUBUFFET,Unknown,Unknown,72.9,55.1,4016.79,France,1901-1985,1901,1985,1943,Art Brut,Abstract,214703,300584,257643,432841,Premium
Evening Blue,HANS HOFMANN,oil on canvas,Oil,91.44,121.92,11148.36,Germany,1880-1966,1880,1966,1923,Abstract Expressionism,Abstract,343525,515287,429406,324631,Premium
Vénus d'Alexandrie (S 41),YVES KLEIN,Unknown,Unknown,29.8,20.0,596.0,France,1928-1962,1928,1962,1945,Monochrome Art,Abstract,60117,85881,72999,129852,Premium
Buste de jeune femme nue,HENRI MATISSE,Unknown,Unknown,52.4,40.0,2096.0,France,1869-1954,1869,1954,1912,Fauvism,Still Life,103057,154586,128821,108210,Premium
Trois personnages debout,PABLO PICASSO,Unknown,Unknown,44.4,31.5,1398.6,Spain,1881-1973,1881,1973,1927,Cubism,Portraiture,429406,601168,515287,486946,Premium
Tête,LOUIS MARCOUSSIS,Unknown,Unknown,39.0,32.2,1255.8,Poland,1883-1941,1883,1941,1912,Cubism,Abstract,17176,25764,21470,70337,Premium
Liseur dans un fauteuil,JACQUES LIPCHITZ,Unknown,Unknown,,,,Lithuania,1891-1973,1891,1973,1932,Cubism,Sculpture,51529,68705,60117,64926,Premium
Napoleon Still Life,RICHARD LINDNER,oil on canvas,Oil,127.0,101.6,12903.2,Germany,1901-1978,1901,1978,1940,Pop Art,Portraiture,171762,257643,214702,216420,Premium
Standing Woman,ALEXANDER ARCHIPENKO,bronze,Bronze,,,,Ukraine,1887-1964,1887,1964,1926,Cubism,Sculpture,15459,21470,18464,41120,High
A l’exactitude,MAN RAY,gouache,Gouache,16.2,9.0,145.8,United States,1890-1976,1890,1976,1933,Surrealism,Photography,42941,60117,51529,51941,High
Sans titre,YVES TANGUY,Unknown,Unknown,26.0,21.9,569.4,France,1900-1955,1900,1955,1928,Surrealism,Abstract,5153,6870,6011,15149,Medium
Sans titre (L'oiseau mort),RENE MAGRITTE,watercolor,Watercolor,63.8,48.8,3113.44,Belgium,1898-1967,1898,1967,1932,Surrealism,Fantasy,429406,601168,515287,378736,Premium
The Disquieting Muses,ANDY WARHOL,Unknown,Unknown,89.1,58.7,5230.17,United States,1928-1987,1928,1987,1958,Pop Art,Portraiture,15459,21470,18464,43284,High
"Cover for ‘Trombone By Three, Jay Jay Johnson, Kai Winding, Bennie Green,’ Prestige Records",ANDY WARHOL,Unknown,Unknown,30.5,30.7,936.35,United States,1928-1987,1928,1987,1958,Pop Art,Portraiture,8588,12882,10735,21642,High
Mica Ertegun,ANDY WARHOL,Unknown,Unknown,10.7,8.9,95.23,United States,1928-1987,1928,1987,1958,Pop Art,Portraiture,3435,5153,4294,7575,Medium
Palm Tree,JOSEPH STELLA,oil on canvas,Oil,60.3,38.7,2333.61,Italy,1877-1946,1877,1946,1912,Futurism,Abstract,12882,21470,17176,34627,High
"La Californie, Cannes",PABLO PICASSO,Unknown,Unknown,44.0,32.3,1421.2,Spain,1881-1973,1881,1973,1927,Cubism,Portraiture,51529,68705,60117,70337,Premium
Mica’s and Ahmet’s Gift,KENNETH NOLAND,Unknown,Unknown,10.9,259.1,2824.19,United States,1924-2010,1924,2010,1967,Color Field,Abstract,85881,128822,107351,167726,Premium
August White,JACK YOUNGERMAN,Unknown,Unknown,216.1,442.2,95559.42,United States,1926-2020,1926,2020,1973,Abstract Expressionism,Abstract,17176,25764,21470,45448,High
Femme sortant du bain,EDGAR DEGAS,bronze,Bronze,,,,France,1834-1917,1834,1917,1876,Impressionism,Figure Painting,85881,128822,107351,54105,Premium
Woman Undressing,GEORGE GROSZ,gouache,Gouache,59.7,44.8,2674.56,Germany,1893-1959,1893,1959,1926,Expressionism,Satirical,4294,6012,5153,8657,Medium
Corrida,PABLO PICASSO,Unknown,Unknown,50.8,66.04,3354.83,Spain,1881-1973,1881,1973,1927,Cubism,Portraiture,128822,214703,171762,443662,Premium
Woman on a Couch [LF 69],GASTON LACHAISE,bronze,Bronze,,,,France,1882-1935,1882,1935,1908,Modernism,Sculpture,5153,6870,6011,9739,Medium
Synchromist Nude,MORGAN RUSSELL,oil on canvas,Oil,170.2,94.6,16100.92,United States,1886-1953,1886,1953,1920,Synchronism,Abstract,42941,60117,51529,14067,Medium
Untitled,DAVID SALLE,watercolor,Watercolor,20.32,50.8,1032.26,United States,B. 1952,1952,,1952,Postmodernism,Abstract,4294,6012,5153,11903,Medium
Couple,WANG KEPING,Unknown,Unknown,35.5,33.3,1182.15,China,B. 1949,1949,,1949,Modernism,Sculpture,12882,17176,15029,28135,High
Miró and the Dark World,LARRY RIVERS,oil on canvas,Oil,111.7,8.9,994.13,United States,1923-2002,1923,2002,1962,Pop Art,Portraiture,15459,21470,18464,19478,High
Mica Ertegun as a Queen,LARRY RIVERS,collage,Other,20.32,27.94,567.74,United States,1923-2002,1923,2002,1962,Pop Art,Portraiture,2576,4294,3435,6493,Medium
Mica Floating,LARRY RIVERS,collage,Other,27.9,35.0,976.5,United States,1923-2002,1923,2002,1962,Pop Art,Portraiture,1718,2576,2147,3787,Low
"Autour de ""Souvenance d'un printemps""",MARC CHAGALL,gouache,Gouache,65.7,50.6,3324.42,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,38000,55000,46500,119700,Premium
Offrande pour Vava,MARC CHAGALL,Unknown,Unknown,10.3,14.1,145.23,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,4500,7500,6000,40320,High
Le Peintre et ses combats,MARC CHAGALL,gouache,Gouache,50.0,65.0,3250.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,28000,45000,36500,69300,Premium
"Esquisse pour la lithographie ""Le Bouquet rose"" (M.979)",MARC CHAGALL,Unknown,Unknown,47.8,34.0,1625.2,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,11000,17000,14000,50400,High
Les trois Anges,MARC CHAGALL,Unknown,Unknown,23.0,17.0,391.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,2200,3200,2700,6930,Medium
Bouquet rouge aux amoureux sur fond bleu,MARC CHAGALL,gouache,Gouache,24.0,17.5,420.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,14000,18000,16000,56700,Premium
Rencontre avec l'ange dans le ciel du village,MARC CHAGALL,Unknown,Unknown,65.9,48.0,3163.2,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,28000,45000,36500,100800,Premium
"Esquisse pour la lithographie M. 327 de Chloé (Daphnis et Chloé, Longus)",MARC CHAGALL,gouache,Gouache,31.0,45.2,1401.2,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,18000,28000,23000,52920,Premium
Vision d'Esaïe,MARC CHAGALL,gouache,Gouache,35.5,26.4,937.2,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,7500,11000,9250,27720,High
Frontispice,MARC CHAGALL,Unknown,Unknown,24.0,18.0,432.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,900,1800,1350,1764,Low
Étreinte sur fond bleu,MARC CHAGALL,Unknown,Unknown,24.5,15.5,379.75,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,7500,11000,9250,32760,High
Autour des vitraux pour Jérusalem,MARC CHAGALL,Unknown,Unknown,17.6,16.0,281.6,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,3800,5500,4650,37800,High
L'Ange aux ailes rouges dans le ciel jaune de Saint Paul,MARC CHAGALL,gouache,Gouache,36.2,47.0,1701.4,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,38000,55000,46500,138600,Premium
Variante pour la tribu d'Asher,MARC CHAGALL,Unknown,Unknown,65.0,50.0,3250.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,9000,14000,11500,30240,High
Hommage à Elsa Triolet (poster),MARC CHAGALL,Unknown,Unknown,45.0,36.0,1620.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,600,900,750,1890,Low
"Esquisse pour la gouache préparatoire pour la lithographie M. 316, Le baiser de Chloé (Daphnis et Chloé, Longus)",MARC CHAGALL,gouache,Gouache,31.6,22.8,720.48,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,11000,17000,14000,60480,Premium
"Esquisse pour la tribu d'Issachar (vitraux à la synagogue de l'hôpital Hadassah, Jérusalem)",MARC CHAGALL,Unknown,Unknown,29.7,21.5,638.55,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,9000,14000,11500,40320,High
Moïse montrant les Tables de la Loi aux Israélites,MARC CHAGALL,gouache,Gouache,33.7,32.7,1101.99,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,9000,14000,11500,44100,High
Étude pour Jacob (Chapelle de Vence),MARC CHAGALL,Unknown,Unknown,24.3,18.0,437.4,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,900,1800,1350,9450,Medium
Noé et l'arc-en-ciel,MARC CHAGALL,Unknown,Unknown,76.0,56.0,4256.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,18000,28000,23000,69300,Premium
Tendresse autour d'une table,MARC CHAGALL,Unknown,Unknown,47.8,34.0,1625.2,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,18000,28000,23000,100800,Premium
"Couverture Jaquette, État définitif",MARC CHAGALL,Unknown,Unknown,30.5,52.5,1601.25,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,1800,3800,2800,6300,Medium
La Sainte famille en rouge,MARC CHAGALL,Unknown,Unknown,24.0,19.0,456.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,45000,75000,60000,94500,Premium
L'Ange au bouquet en visite à l'atelier,MARC CHAGALL,Unknown,Unknown,25.0,32.4,810.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,9000,14000,11500,69300,Premium
La Thora rouge,MARC CHAGALL,Unknown,Unknown,41.0,31.0,1271.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,1400,1800,1600,5292,Low
Le Peintre au double-profil et l'horloge,MARC CHAGALL,Unknown,Unknown,42.0,29.8,1251.6,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,14000,18000,16000,88200,Premium
"Couverture issue de: Chagall Lithographe, Tome II",MARC CHAGALL,Unknown,Unknown,33.3,54.0,1798.2,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,900,1800,1350,2394,Low
Sainte famille en rouge et bouc en vert,MARC CHAGALL,gouache,Gouache,59.0,46.2,2725.8,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,18000,28000,23000,163800,Premium
Moïse sauvé des eaux,MARC CHAGALL,gouache,Gouache,33.9,32.0,1084.8,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,9000,14000,11500,50400,High
Le Char d'Élie,MARC CHAGALL,Unknown,Unknown,36.2,28.0,1013.6,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,1800,2800,2300,5292,Low
Retour à Vitebsk,MARC CHAGALL,Unknown,Unknown,40.0,30.0,1200.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,6500,9000,7750,37800,High
Esquisse pour Pendule au Christ ou Pendule dans la neige,MARC CHAGALL,gouache,Gouache,31.3,24.4,763.72,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,9000,14000,11500,22680,High
Muguet pour Vava,MARC CHAGALL,Unknown,Unknown,29.0,17.0,493.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,2800,4500,3650,16380,Medium
Autour de Vence,MARC CHAGALL,gouache,Gouache,68.0,52.0,3536.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,18000,28000,23000,60480,Premium
David,MARC CHAGALL,Unknown,Unknown,15.0,12.0,180.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,1800,2800,2300,8190,Medium
Tête à deux visages,MARC CHAGALL,Unknown,Unknown,29.8,22.0,655.6,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,7500,9000,8250,27720,High
Bouquet pour Vava,MARC CHAGALL,gouache,Gouache,29.5,22.2,654.9,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,14000,18000,16000,60480,Premium
Valentine aux colombes,MARC CHAGALL,Unknown,Unknown,63.0,48.6,3061.8,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,11000,17000,14000,81900,Premium
L' Élégie des Alizés - Frontispice,MARC CHAGALL,Unknown,Unknown,21.5,15.5,333.25,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,900,1800,1350,3024,Low
"Etude pour ""Les deux têtes""",MARC CHAGALL,gouache,Gouache,31.0,24.0,744.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,11000,17000,14000,50400,High
Sainte Famille à Sils en trois couleurs,MARC CHAGALL,Unknown,Unknown,38.0,28.0,1064.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,7500,11000,9250,47880,High
Étude pour Moïse brisant les Tables de la Loi,MARC CHAGALL,gouache,Gouache,23.0,15.0,345.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,3800,5500,4650,21420,High
Rencontre sur fond boisé,MARC CHAGALL,Unknown,Unknown,30.8,22.7,699.16,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,6500,9000,7750,20160,High
L'Ange rouge à l'atelier pour Vava le 16 avril,MARC CHAGALL,Unknown,Unknown,26.6,35.5,944.3,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,5500,7500,6500,44100,High
Crucifixion sur fond gris,MARC CHAGALL,gouache,Gouache,32.8,25.7,842.96,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,11000,17000,14000,27720,High
Dialogue entre deux profils,MARC CHAGALL,Unknown,Unknown,47.9,34.0,1628.6,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,18000,28000,23000,75600,Premium
Bonne Année,MARC CHAGALL,Unknown,Unknown,52.0,40.5,2106.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,2800,4500,3650,8190,Medium
Peintre au double-profil rose et noir,MARC CHAGALL,Unknown,Unknown,31.8,25.2,801.36,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,4500,7500,6000,21420,High
Rencontre à l'intérieur avec le nu couronné,MARC CHAGALL,Unknown,Unknown,42.0,31.0,1302.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,11000,17000,14000,47880,High
Abraham et les trois anges en visite,MARC CHAGALL,Unknown,Unknown,43.5,60.5,2631.75,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,17000,22000,19500,32760,High
Le Peintre et son tableau,MARC CHAGALL,Unknown,Unknown,39.2,34.6,1356.32,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,11000,17000,14000,44100,High
L'Envolée du bouquet,MARC CHAGALL,gouache,Gouache,53.0,38.5,2040.5,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,22000,32000,27000,69300,Premium
L'Animal rouge,MARC CHAGALL,gouache,Gouache,22.3,29.4,655.62,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,14000,18000,16000,44100,High
Village à l'Âne rouge,MARC CHAGALL,Unknown,Unknown,23.5,32.0,752.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,1400,1800,1600,3780,Low
Peintre ailé,MARC CHAGALL,gouache,Gouache,19.1,12.0,229.2,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,2800,4500,3650,27720,High
"Scène champêtre sous l'arbre, le soir",MARC CHAGALL,gouache,Gouache,40.8,31.8,1297.44,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,9000,14000,11500,56700,Premium
"Violoniste en brun assis sur le banc vert sur le toit, la nuit",MARC CHAGALL,Unknown,Unknown,23.8,20.0,476.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,1800,2800,2300,17640,Medium
Rencontre autour du faune,MARC CHAGALL,Unknown,Unknown,49.8,36.9,1837.62,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,9000,14000,11500,30240,High
À l'Aube de l'Amour,MARC CHAGALL,Unknown,Unknown,32.0,23.5,752.0,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,1800,2800,2300,8190,Medium
L'Ange au-dessus de l'homme à la tête de Torah,MARC CHAGALL,Unknown,Unknown,27.0,20.8,561.6,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,1100,1400,1250,22680,High
"Esquisse pour ""Les Amoureux"" (recto); Nu (verso)",MARC CHAGALL,Unknown,Unknown,42.7,31.2,1332.24,France,1887-1985,1887,1985,1936,Surrealism,Fantasy Compositions,11000,17000,14000,75600,Premium
